LandisData	Dynamic Input Data				
					
>>Year	Ecoregion	Species	ProbEst	MaxANPP	MaxB
>>____	_________	_______	_______	_______	____
0	9	QUERALBA	0.317	894	26834
0	9	QUERCOCC	0.002	561	16843
0	9	QUERRUBR	0.755	726	21782
0	9	TILIAMER	0.492	1143	34300
0	9	TSUGCANA	0.652	223	6698
0	10	ACERRUBR	0.309	681	20440
0	10	ACERSACC	0.706	895	26842
0	10	BETUALLE	0.688	822	24670
0	10	BETULENT	0.569	822	24670
0	10	BETUPAPY	0.359	874	26217
0	10	CARYCORD	0.355	998	29929
0	10	FAGUGRAN	0.286	746	22384
0	10	FRAXAMER	0.339	780	23405
0	10	PINURESI	0.49	232	6949
0	10	PINUSTRO	0.772	637	19124
0	10	POPUGRAN	0.733	972	29159
0	10	POPUTREM	0.827	797	23910
0	10	PRUNSERO	0.425	957	28723
0	10	QUERALBA	0.381	913	27379
0	10	QUERCOCC	0.017	577	17307
0	10	QUERRUBR	0.709	744	22331
0	10	TILIAMER	0.562	1158	34741
0	10	TSUGCANA	0.621	234	7031
0	13	ACERRUBR	0.108	675	20238
0	13	ACERSACC	0.36	877	26309
0	13	BETUALLE	0.269	810	24285
0	13	BETULENT	0.197	810	24285
0	13	BETUPAPY	0.234	856	25680
0	13	CARYCORD	0.225	966	28979
0	13	FAGUGRAN	0.122	738	22134
0	13	FRAXAMER	0.201	767	23021
0	13	PINURESI	0.37	234	7022
0	13	PINUSTRO	0.43	644	19309
0	13	POPUGRAN	0.37	949	28485
0	13	POPUTREM	0.446	783	23475
0	13	PRUNSERO	0.258	936	28083
0	13	QUERALBA	0.183	892	26747
0	13	QUERCOCC	0.009	573	17177
0	13	QUERRUBR	0.315	732	21966
0	13	TILIAMER	0.219	1127	33820
0	13	TSUGCANA	0.216	246	7381
0	14	ACERRUBR	0.227	678	20334
0	14	ACERSACC	0.552	888	26650
0	14	BETUALLE	0.541	818	24525
0	14	BETULENT	0.406	818	24525
0	14	BETUPAPY	0.402	867	26013
0	14	CARYCORD	0.276	985	29561
0	14	FAGUGRAN	0.21	743	22280
0	14	FRAXAMER	0.257	775	23240
0	14	PINURESI	0.555	227	6818
0	14	PINUSTRO	0.639	645	19346
0	14	POPUGRAN	0.58	964	28919
0	14	POPUTREM	0.697	790	23714
0	14	PRUNSERO	0.336	950	28504
0	14	QUERALBA	0.288	905	27142
0	14	QUERCOCC	0.008	574	17213
0	14	QUERRUBR	0.555	739	22160
0	14	TILIAMER	0.398	1149	34475
0	14	TSUGCANA	0.459	252	7548
0	15	ACERRUBR	0.248	678	20352
0	15	ACERSACC	0.62	891	26718
0	15	BETUALLE	0.677	819	24570
0	15	BETULENT	0.468	819	24570
0	15	BETUPAPY	0.515	869	26079
0	15	CARYCORD	0.257	990	29701
0	15	FAGUGRAN	0.214	744	22307
0	15	FRAXAMER	0.256	776	23281
0	15	PINURESI	0.66	225	6756
0	15	PINUSTRO	0.716	644	19314
0	15	POPUGRAN	0.664	967	29016
0	15	POPUTREM	0.829	792	23768
0	15	PRUNSERO	0.339	953	28596
0	15	QUERALBA	0.304	908	27226
0	15	QUERCOCC	0.005	574	17209
0	15	QUERRUBR	0.661	740	22187
0	15	TILIAMER	0.439	1154	34632
0	15	TSUGCANA	0.549	253	7582
0	16	ACERRUBR	0.28	665	19941
0	16	ACERSACC	0.675	877	26299
0	16	BETUALLE	0.831	804	24131
0	16	BETULENT	0.544	804	24131
0	16	BETUPAPY	0.601	856	25670
0	16	CARYCORD	0.24	983	29485
0	16	FAGUGRAN	0.221	729	21874
0	16	FRAXAMER	0.248	762	22860
0	16	PINURESI	0.736	214	6416
0	16	PINUSTRO	0.776	617	18506
0	16	POPUGRAN	0.736	955	28644
0	16	POPUTREM	0.946	778	23351
0	16	PRUNSERO	0.34	940	28203
0	16	QUERALBA	0.317	895	26837
0	16	QUERCOCC	0.003	561	16845
0	16	QUERRUBR	0.766	726	21777
0	16	TILIAMER	0.492	1144	34319
0	16	TSUGCANA	0.658	225	6743
1	1	ACERRUBR	0.433	1348	40440
1	1	ACERSACC	0.892	1729	51870
1	1	BETUALLE	0.880	1590	47700
1	1	BETULENT	0.806	1590	47700
1	1	BETUPAPY	0.297	1708	51240
1	1	CARYCORD	0.423	2013	60390
1	1	FAGUGRAN	0.425	1443	43290
1	1	FRAXAMER	0.404	1538	46140
1	1	PINURESI	0.409	728	21840
1	1	PINUSTRO	0.922	1283	38490
1	1	POPUGRAN	0.922	1861	55830
1	1	POPUTREM	0.954	1580	47400
1	1	PRUNSERO	0.509	1846	55380
1	1	QUERALBA	0.488	1785	53550
1	1	QUERRUBR	0.911	1492	44760
1	1	QUERCOCC	0.021	1193	35790
1	1	TILIAMER	0.793	2171	65130
1	1	TSUGCANA	0.866	449	13470
1	2	ACERRUBR	0.205	1375	41250
1	2	ACERSACC	0.535	1727	51810
1	2	BETUALLE	0.397	1601	48030
1	2	BETULENT	0.366	1601	48030
1	2	BETUPAPY	0.175	1705	51150
1	2	CARYCORD	0.396	1948	58440
1	2	FAGUGRAN	0.232	1466	43980
1	2	FRAXAMER	0.357	1550	46500
1	2	PINURESI	0.236	792	23760
1	2	PINUSTRO	0.594	1380	41400
1	2	POPUGRAN	0.546	1840	55200
1	2	POPUTREM	0.583	1586	47580
1	2	PRUNSERO	0.402	1831	54930
1	2	QUERALBA	0.324	1772	53160
1	2	QUERRUBR	0.475	1505	45150
1	2	QUERCOCC	0.013	1222	36660
1	2	TILIAMER	0.390	2117	63510
1	2	TSUGCANA	0.398	527	15810
1	3	ACERRUBR	0.440	1402	42060
1	3	ACERSACC	0.888	1791	53730
1	3	BETUALLE	0.852	1648	49440
1	3	BETULENT	0.804	1648	49440
1	3	BETUPAPY	0.291	1771	53130
1	3	CARYCORD	0.489	2090	62700
1	3	FAGUGRAN	0.490	1497	44910
1	3	FRAXAMER	0.466	1595	47850
1	3	PINURESI	0.389	801	24030
1	3	PINUSTRO	0.918	1407	42210
1	3	POPUGRAN	0.918	1923	57690
1	3	POPUTREM	0.943	1641	49230
1	3	PRUNSERO	0.516	1914	57420
1	3	QUERALBA	0.558	1852	55560
1	3	QUERRUBR	0.911	1550	46500
1	3	QUERCOCC	0.054	1240	37200
1	3	TILIAMER	0.792	2246	67380
1	3	TSUGCANA	0.868	550	16500
1	4	ACERRUBR	0.025	1310	39300
1	4	ACERSACC	0.087	1632	48960
1	4	BETUALLE	0.056	1518	45540
1	4	BETULENT	0.045	1518	45540
1	4	BETUPAPY	0.030	1609	48270
1	4	CARYCORD	0.096	1823	54690
1	4	FAGUGRAN	0.046	1396	41880
1	4	FRAXAMER	0.076	1466	43980
1	4	PINURESI	0.190	769	23070
1	4	PINUSTRO	0.132	1328	39840
1	4	POPUGRAN	0.087	1736	52080
1	4	POPUTREM	0.120	1498	44940
1	4	PRUNSERO	0.101	1727	51810
1	4	QUERALBA	0.054	1670	50100
1	4	QUERRUBR	0.063	1422	42660
1	4	QUERCOCC	0.000	1163	34890
1	4	TILIAMER	0.056	1998	59940
1	4	TSUGCANA	0.047	583	17490
1	5	ACERRUBR	0.357	1359	40770
1	5	ACERSACC	0.821	1737	52110
1	5	BETUALLE	0.952	1597	47910
1	5	BETULENT	0.687	1597	47910
1	5	BETUPAPY	0.493	1716	51480
1	5	CARYCORD	0.376	2020	60600
1	5	FAGUGRAN	0.368	1450	43500
1	5	FRAXAMER	0.374	1545	46350
1	5	PINURESI	0.668	740	22200
1	5	PINUSTRO	0.871	1304	39120
1	5	POPUGRAN	0.870	1867	56010
1	5	POPUTREM	0.979	1585	47550
1	5	PRUNSERO	0.430	1854	55620
1	5	QUERALBA	0.468	1792	53760
1	5	QUERRUBR	0.857	1498	44940
1	5	QUERCOCC	0.004	1198	35940
1	5	TILIAMER	0.671	2182	65460
1	5	TSUGCANA	0.801	481	14430
1	6	ACERRUBR	0.159	1384	41520
1	6	ACERSACC	0.381	1740	52200
1	6	BETUALLE	0.317	1612	48360
1	6	BETULENT	0.278	1612	48360
1	6	BETUPAPY	0.095	1718	51540
1	6	CARYCORD	0.287	1967	59010
1	6	FAGUGRAN	0.219	1475	44250
1	6	FRAXAMER	0.243	1561	46830
1	6	PINURESI	0.233	805	24150
1	6	PINUSTRO	0.420	1413	42390
1	6	POPUGRAN	0.386	1850	55500
1	6	POPUTREM	0.415	1597	47910
1	6	PRUNSERO	0.279	1842	55260
1	6	QUERALBA	0.252	1784	53520
1	6	QUERRUBR	0.348	1513	45390
1	6	QUERCOCC	0.025	1227	36810
1	6	TILIAMER	0.308	2138	64140
1	6	TSUGCANA	0.291	573	17190
1	7	ACERRUBR	0.395	1399	41970
1	7	ACERSACC	0.836	1787	53610
1	7	BETUALLE	0.890	1643	49290
1	7	BETULENT	0.722	1643	49290
1	7	BETUPAPY	0.425	1766	52980
1	7	CARYCORD	0.427	2081	62430
1	7	FAGUGRAN	0.433	1491	44730
1	7	FRAXAMER	0.416	1591	47730
1	7	PINURESI	0.591	804	24120
1	7	PINUSTRO	0.878	1428	42840
1	7	POPUGRAN	0.876	1914	57420
1	7	POPUTREM	0.940	1634	49020
1	7	PRUNSERO	0.470	1908	57240
1	7	QUERALBA	0.506	1844	55320
1	7	QUERRUBR	0.866	1543	46290
1	7	QUERCOCC	0.000	1236	37080
1	7	TILIAMER	0.712	2242	67260
1	7	TSUGCANA	0.813	600	18000
1	8	ACERRUBR	0.364	1366	40980
1	8	ACERSACC	0.830	1747	52410
1	8	BETUALLE	0.949	1606	48180
1	8	BETULENT	0.701	1606	48180
1	8	BETUPAPY	0.464	1725	51750
1	8	CARYCORD	0.361	2033	60990
1	8	FAGUGRAN	0.373	1458	43740
1	8	FRAXAMER	0.358	1553	46590
1	8	PINURESI	0.628	772	23160
1	8	PINUSTRO	0.877	1380	41400
1	8	POPUGRAN	0.877	1873	56190
1	8	POPUTREM	0.979	1596	47880
1	8	PRUNSERO	0.438	1865	55950
1	8	QUERALBA	0.447	1804	54120
1	8	QUERRUBR	0.864	1506	45180
1	8	QUERCOCC	0.000	1204	36120
1	8	TILIAMER	0.685	2195	65850
1	8	TSUGCANA	0.808	572	17160
1	9	ACERRUBR	0.376	1355	40650
1	9	ACERSACC	0.844	1727	51810
1	9	BETUALLE	0.939	1592	47760
1	9	BETULENT	0.725	1592	47760
1	9	BETUPAPY	0.433	1706	51180
1	9	CARYCORD	0.403	1980	59400
1	9	FAGUGRAN	0.413	1446	43380
1	9	FRAXAMER	0.395	1540	46200
1	9	PINURESI	0.594	728	21840
1	9	PINUSTRO	0.886	1283	38490
1	9	POPUGRAN	0.884	1853	55590
1	9	POPUTREM	0.971	1582	47460
1	9	PRUNSERO	0.450	1839	55170
1	9	QUERALBA	0.489	1779	53370
1	9	QUERRUBR	0.870	1494	44820
1	9	QUERCOCC	0.003	1196	35880
1	9	TILIAMER	0.710	2146	64380
1	9	TSUGCANA	0.817	450	13500
1	10	ACERRUBR	0.314	1383	41490
1	10	ACERSACC	0.677	1745	52350
1	10	BETUALLE	0.608	1615	48450
1	10	BETULENT	0.548	1615	48450
1	10	BETUPAPY	0.205	1723	51690
1	10	CARYCORD	0.444	1983	59490
1	10	FAGUGRAN	0.366	1474	44220
1	10	FRAXAMER	0.401	1563	46890
1	10	PINURESI	0.326	783	23490
1	10	PINUSTRO	0.730	1370	41100
1	10	POPUGRAN	0.690	1861	55830
1	10	POPUTREM	0.740	1601	48030
1	10	PRUNSERO	0.456	1851	55530
1	10	QUERALBA	0.433	1792	53760
1	10	QUERRUBR	0.651	1516	45480
1	10	QUERCOCC	0.058	1227	36810
1	10	TILIAMER	0.564	2150	64500
1	10	TSUGCANA	0.576	512	15360
1	13	ACERRUBR	0.034	1338	40140
1	13	ACERSACC	0.222	1666	49980
1	13	BETUALLE	0.105	1550	46500
1	13	BETULENT	0.065	1550	46500
1	13	BETUPAPY	0.135	1644	49320
1	13	CARYCORD	0.207	1873	56190
1	13	FAGUGRAN	0.044	1425	42750
1	13	FRAXAMER	0.164	1500	45000
1	13	PINURESI	0.296	786	23580
1	13	PINUSTRO	0.286	1356	40680
1	13	POPUGRAN	0.226	1773	53190
1	13	POPUTREM	0.276	1531	45930
1	13	PRUNSERO	0.192	1765	52950
1	13	QUERALBA	0.083	1708	51240
1	13	QUERRUBR	0.135	1455	43650
1	13	QUERCOCC	0.002	1186	35580
1	13	TILIAMER	0.071	2044	61320
1	13	TSUGCANA	0.078	572	17160
1	14	ACERRUBR	0.249	1369	41070
1	14	ACERSACC	0.547	1720	51600
1	14	BETUALLE	0.442	1592	47760
1	14	BETULENT	0.384	1592	47760
1	14	BETUPAPY	0.249	1697	50910
1	14	CARYCORD	0.379	1941	58230
1	14	FAGUGRAN	0.278	1457	43710
1	14	FRAXAMER	0.343	1542	46260
1	14	PINURESI	0.391	793	23790
1	14	PINUSTRO	0.630	1402	42060
1	14	POPUGRAN	0.557	1831	54930
1	14	POPUTREM	0.633	1579	47370
1	14	PRUNSERO	0.401	1824	54720
1	14	QUERALBA	0.347	1765	52950
1	14	QUERRUBR	0.494	1493	44790
1	14	QUERCOCC	0.007	1210	36300
1	14	TILIAMER	0.399	2116	63480
1	14	TSUGCANA	0.419	586	17580
1	15	ACERRUBR	0.321	1365	40950
1	15	ACERSACC	0.776	1717	51510
1	15	BETUALLE	0.743	1590	47700
1	15	BETULENT	0.603	1590	47700
1	15	BETUPAPY	0.410	1695	50850
1	15	CARYCORD	0.399	1939	58170
1	15	FAGUGRAN	0.376	1455	43650
1	15	FRAXAMER	0.392	1538	46140
1	15	PINURESI	0.594	790	23700
1	15	PINUSTRO	0.829	1403	42090
1	15	POPUGRAN	0.807	1825	54750
1	15	POPUTREM	0.859	1574	47220
1	15	PRUNSERO	0.447	1820	54600
1	15	QUERALBA	0.454	1761	52830
1	15	QUERRUBR	0.746	1489	44670
1	15	QUERCOCC	0.000	1207	36210
1	15	TILIAMER	0.609	2115	63450
1	15	TSUGCANA	0.658	596	17880
1	16	ACERRUBR	0.370	1356	40680
1	16	ACERSACC	0.829	1733	51990
1	16	BETUALLE	0.933	1594	47820
1	16	BETULENT	0.702	1594	47820
1	16	BETUPAPY	0.453	1712	51360
1	16	CARYCORD	0.394	1999	59970
1	16	FAGUGRAN	0.391	1445	43350
1	16	FRAXAMER	0.388	1542	46260
1	16	PINURESI	0.615	745	22350
1	16	PINUSTRO	0.875	1324	39720
1	16	POPUGRAN	0.873	1859	55770
1	16	POPUTREM	0.969	1583	47490
1	16	PRUNSERO	0.444	1848	55440
1	16	QUERALBA	0.482	1787	53610
1	16	QUERRUBR	0.859	1494	44820
1	16	QUERCOCC	0.000	1195	35850
1	16	TILIAMER	0.689	2167	65010
1	16	TSUGCANA	0.803	512	15360
2	1	ACERRUBR	0.397	1134	34020
2	1	ACERSACC	0.868	1465	43950
2	1	BETUALLE	0.933	1346	40380
2	1	BETULENT	0.761	1346	40380
2	1	BETUPAPY	0.376	1443	43290
2	1	CARYCORD	0.335	1691	50730
2	1	FAGUGRAN	0.264	1222	36660
2	1	FRAXAMER	0.326	1297	38910
2	1	PINURESI	0.518	535	16050
2	1	PINUSTRO	0.906	1067	32010
2	1	POPUGRAN	0.905	1574	47220
2	1	POPUTREM	0.974	1330	39900
2	1	PRUNSERO	0.473	1565	46950
2	1	QUERALBA	0.401	1508	45240
2	1	QUERRUBR	0.891	1252	37560
2	1	QUERCOCC	0.010	993	29790
2	1	TILIAMER	0.746	1857	55710
2	1	TSUGCANA	0.839	343	10290
2	2	ACERRUBR	0.212	1140	34200
2	2	ACERSACC	0.427	1431	42930
2	2	BETUALLE	0.311	1332	39960
2	2	BETULENT	0.294	1332	39960
2	2	BETUPAPY	0.129	1410	42300
2	2	CARYCORD	0.348	1591	47730
2	2	FAGUGRAN	0.222	1223	36690
2	2	FRAXAMER	0.287	1283	38490
2	2	PINURESI	0.271	576	17280
2	2	PINUSTRO	0.491	1104	33120
2	2	POPUGRAN	0.429	1523	45690
2	2	POPUTREM	0.467	1309	39270
2	2	PRUNSERO	0.350	1517	45510
2	2	QUERALBA	0.284	1464	43920
2	2	QUERRUBR	0.382	1240	37200
2	2	QUERCOCC	0.020	1003	30090
2	2	TILIAMER	0.340	1767	53010
2	2	TSUGCANA	0.307	375	11250
2	3	ACERRUBR	0.479	1178	35340
2	3	ACERSACC	0.933	1515	45450
2	3	BETUALLE	0.833	1393	41790
2	3	BETULENT	0.876	1393	41790
2	3	BETUPAPY	0.207	1493	44790
2	3	CARYCORD	0.544	1753	52590
2	3	FAGUGRAN	0.384	1265	37950
2	3	FRAXAMER	0.509	1343	40290
2	3	PINURESI	0.302	586	17580
2	3	PINUSTRO	0.952	1123	33690
2	3	POPUGRAN	0.951	1626	48780
2	3	POPUTREM	0.937	1378	41340
2	3	PRUNSERO	0.557	1619	48570
2	3	QUERALBA	0.601	1560	46800
2	3	QUERRUBR	0.943	1298	38940
2	3	QUERCOCC	0.011	1032	30960
2	3	TILIAMER	0.864	1918	57540
2	3	TSUGCANA	0.904	394	11820
2	4	ACERRUBR	0.038	1108	33240
2	4	ACERSACC	0.308	1393	41790
2	4	BETUALLE	0.155	1296	38880
2	4	BETULENT	0.074	1296	38880
2	4	BETUPAPY	0.225	1370	41100
2	4	CARYCORD	0.173	1546	46380
2	4	FAGUGRAN	0.054	1189	35670
2	4	FRAXAMER	0.166	1247	37410
2	4	PINURESI	0.389	546	16380
2	4	PINUSTRO	0.353	1057	31710
2	4	POPUGRAN	0.308	1482	44460
2	4	POPUTREM	0.350	1272	38160
2	4	PRUNSERO	0.251	1474	44220
2	4	QUERALBA	0.114	1420	42600
2	4	QUERRUBR	0.218	1205	36150
2	4	QUERCOCC	0.000	971	29130
2	4	TILIAMER	0.140	1721	51630
2	4	TSUGCANA	0.084	422	12660
2	5	ACERRUBR	0.398	1146	34380
2	5	ACERSACC	0.866	1478	44340
2	5	BETUALLE	0.939	1357	40710
2	5	BETULENT	0.758	1357	40710
2	5	BETUPAPY	0.390	1455	43650
2	5	CARYCORD	0.369	1704	51120
2	5	FAGUGRAN	0.310	1234	37020
2	5	FRAXAMER	0.357	1308	39240
2	5	PINURESI	0.548	541	16230
2	5	PINUSTRO	0.904	1085	32550
2	5	POPUGRAN	0.903	1586	47580
2	5	POPUTREM	0.976	1342	40260
2	5	PRUNSERO	0.473	1579	47370
2	5	QUERALBA	0.437	1521	45630
2	5	QUERRUBR	0.887	1264	37920
2	5	QUERCOCC	0.000	1001	30030
2	5	TILIAMER	0.743	1874	56220
2	5	TSUGCANA	0.834	369	11070
2	6	ACERRUBR	0.189	1162	34860
2	6	ACERSACC	0.427	1462	43860
2	6	BETUALLE	0.342	1359	40770
2	6	BETULENT	0.296	1359	40770
2	6	BETUPAPY	0.239	1440	43200
2	6	CARYCORD	0.297	1635	49050
2	6	FAGUGRAN	0.114	1245	37350
2	6	FRAXAMER	0.244	1309	39270
2	6	PINURESI	0.387	589	17670
2	6	PINUSTRO	0.513	1128	33840
2	6	POPUGRAN	0.431	1555	46650
2	6	POPUTREM	0.499	1336	40080
2	6	PRUNSERO	0.323	1550	46500
2	6	QUERALBA	0.232	1494	44820
2	6	QUERRUBR	0.374	1266	37980
2	6	QUERCOCC	0.000	1020	30600
2	6	TILIAMER	0.316	1810	54300
2	6	TSUGCANA	0.310	415	12450
2	7	ACERRUBR	0.346	1183	35490
2	7	ACERSACC	0.787	1524	45720
2	7	BETUALLE	0.829	1401	42030
2	7	BETULENT	0.696	1401	42030
2	7	BETUPAPY	0.425	1502	45060
2	7	CARYCORD	0.376	1759	52770
2	7	FAGUGRAN	0.324	1271	38130
2	7	FRAXAMER	0.366	1349	40470
2	7	PINURESI	0.581	580	17400
2	7	PINUSTRO	0.876	1123	33690
2	7	POPUGRAN	0.825	1635	49050
2	7	POPUTREM	0.948	1383	41490
2	7	PRUNSERO	0.415	1627	48810
2	7	QUERALBA	0.441	1568	47040
2	7	QUERRUBR	0.850	1303	39090
2	7	QUERCOCC	0.006	1035	31050
2	7	TILIAMER	0.613	1930	57900
2	7	TSUGCANA	0.704	436	13080
2	8	ACERRUBR	0.325	1153	34590
2	8	ACERSACC	0.767	1485	44550
2	8	BETUALLE	0.931	1364	40920
2	8	BETULENT	0.608	1364	40920
2	8	BETUPAPY	0.565	1461	43830
2	8	CARYCORD	0.261	1714	51420
2	8	FAGUGRAN	0.184	1239	37170
2	8	FRAXAMER	0.268	1313	39390
2	8	PINURESI	0.724	542	16260
2	8	PINUSTRO	0.829	1101	33030
2	8	POPUGRAN	0.828	1594	47820
2	8	POPUTREM	0.968	1348	40440
2	8	PRUNSERO	0.342	1586	47580
2	8	QUERALBA	0.343	1529	45870
2	8	QUERRUBR	0.821	1269	38070
2	8	QUERCOCC	0.000	1005	30150
2	8	TILIAMER	0.504	1884	56520
2	8	TSUGCANA	0.673	412	12360
2	9	ACERRUBR	0.374	1134	34020
2	9	ACERSACC	0.798	1456	43680
2	9	BETUALLE	0.846	1342	40260
2	9	BETULENT	0.681	1342	40260
2	9	BETUPAPY	0.361	1435	43050
2	9	CARYCORD	0.359	1655	49650
2	9	FAGUGRAN	0.342	1219	36570
2	9	FRAXAMER	0.349	1293	38790
2	9	PINURESI	0.506	527	15810
