mukey,FirstOfslopegradwta,FirstOfbrockdepmin,SumOfksat_weight1,SumOfsand_weight1,SumOfsilt_weight1,SumOfclay_weight1,SumOffieldcap_weight1,SumOfwiltpt_weight1,SumOfmaxdepth_weight,texture,texdesc,texcl
281965,4.900000095,,108.6308727,87.618,9.7986,2.5834,9.30292001,3.134129982,100,S,Sand,Sand
281966,11.69999981,,114.7129167,87.8596,9.5916,2.5488,9.191680017,3.112659992,100,S,Sand,Sand
281967,19.29999924,,107.9098808,87.2593,10.1563,2.5844,9.337020025,3.122739984,100,S,Sand,Sand
281968,37.40000153,,105.5381098,86.6846,10.5762,2.7392,9.566820022,3.250089984,100,S,Sand,Sand
281969,4.900000095,,5.639074037,70.0283787,23.43911957,6.5325,16.59566659,6.877052471,98.18,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281970,10.80000019,,5.165223118,69.96984372,23.45765454,6.5725,15.41642496,6.652438699,97.27,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281971,4.900000095,,5.639074037,69.46313116,23.19687018,7.34,16.34229226,7.01337803,98.18,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281972,10.80000019,,5.165223118,69.40459618,23.21540516,7.38,15.16300838,6.788722005,97.27,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281973,19.60000038,,5.165223118,69.40459618,23.21540516,7.38,15.16300838,6.788722005,97.27,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281974,1,,16.26148146,27.90510068,63.21630263,8.8786,20.82203,6.543319964,100,SIL,Silt loam,Silt loam
281975,5,,16.26148146,27.90735069,63.22530266,8.86735,20.82652999,6.547069964,100,SIL,Silt loam,Silt loam
281976,10.80000019,,15.00418148,27.07138066,63.97457265,8.95405,21.00634066,6.618136358,99.22,SIL,Silt loam,Silt loam
281977,20,,16.07733145,28.00485069,63.21185265,8.7833,20.83798065,6.551036347,99.22,SIL,Silt loam,Silt loam
281978,38,,18.58826277,29.35828063,62.06152257,8.5802,19.29182099,5.300644428,98.83,SIL,Silt loam,Silt loam
281979,5,46,14.24863932,47.43464224,32.1966973,4.728409308,21.37961869,8.678785366,59.1,FSL,Fine sandy loam,Fine sandy loam
281980,12,46,14.1888235,47.85275093,32.83737121,4.770061482,21.44239521,8.687110583,61.18,FSL,Fine sandy loam,Fine sandy loam
281981,19.70000076,46,14.31962498,48.29488382,32.31733876,4.649534844,21.35152078,8.739672994,62.47,FSL,Fine sandy loam,Fine sandy loam
281982,44.70000076,46,14.5456748,49.06411511,31.76972484,4.66748267,21.48389426,8.849997779,61.39,FSL,Fine sandy loam,Fine sandy loam
281983,5,,6.786201652,57.78461939,37.06573273,5.149647802,15.3380309,6.46065162,99.82,FSL,Fine sandy loam,Fine sandy loam
281984,12,,6.802930215,59.07372407,37.51117909,5.335096703,15.5709864,6.568347444,99.73,FSL,Fine sandy loam,Fine sandy loam
281985,20,,6.846133334,57.68423464,37.01106635,5.304698901,15.41337539,6.5358858,99.91,FSL,Fine sandy loam,Fine sandy loam
281986,4,,10.74359295,55.20871544,35.85941971,4.742569014,16.75118261,7.117771879,99.13,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281987,12,,10.89149843,55.44391543,35.85501971,4.781769014,16.86986261,7.187691875,99.13,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281988,19.79999924,,11.074783,54.9861191,35.67610619,4.78228169,17.02456431,7.273236525,98.55,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281989,39.40000153,,11.0017928,55.38718726,35.74219295,4.798225352,16.96910346,7.2410592,98.84,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281990,1.899999976,,34.21232132,70.54737997,26.81602001,2.636600001,11.59153987,3.261390008,100,FSL,Fine sandy loam,Fine sandy loam
281991,1.899999976,,30.25433201,69.53041999,26.34568001,4.1239,13.05943009,4.246780007,100,FSL,Fine sandy loam,Fine sandy loam
281992,4.900000095,,5.443366784,69.31658123,23.45357025,7.22985,14.93164005,6.005750021,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281993,10.69999981,,5.443366784,69.31658123,23.45357025,7.22985,14.93164005,6.005750021,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281994,4.900000095,,5.443366784,69.34628123,23.42387025,7.22985,14.9201799,5.998640065,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281995,10.69999981,,5.443366784,69.34628123,23.42387025,7.22985,14.9201799,5.998640065,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281996,20,,4.98271691,70.3180011,22.48225028,7.19975,12.90194988,5.602450059,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
281997,1,,59.15599762,81.987,15.076,3.937,12.04380003,4.265099996,100,GRV-S,Very gravelly sand,Sand
281998,1,,15.4540013,27.09765038,63.60625143,9.2961,20.92759992,6.311340145,100,SIL,Silt loam,Silt loam
281999,3.799999952,,15.08028655,54.68424994,25.85139998,3.92435,21.83006991,8.534179975,100,GR-SL,Gravelly sandy loam,Sandy loam
282000,1.100000024,,29.58149802,68.51065997,27.66144003,3.8279,13.90095004,5.13078001,100,FSL,Fine sandy loam,Fine sandy loam
282001,11.80000019,0,10.87579134,43.49917279,28.90652752,5.045873362,19.27517576,7.228972443,44.03,CN-L,Channery loam,Loam
282002,20,0,10.03466628,40.48565642,28.98191182,4.847476781,17.60254042,6.729846744,41.86458333,CN-L,Channery loam,Loam
282003,39.70000076,0,10.32445941,41.54006509,28.34382888,4.8313985,17.66022605,6.839346603,42.38541667,CN-L,Channery loam,Loam
282004,1,,9.172200203,26.46004937,67.1486975,6.39125,20.59544934,5.488450168,100,SIL,Silt loam,Silt loam
282005,1,,9.172200203,26.58208925,66.55150699,6.8664,20.3806393,5.417150054,100,SIL,Silt loam,Silt loam
282006,5,,84.19039938,75.86979985,20.77949984,3.3507,8.456490609,2.515522669,99.42,GRV-S,Very gravelly sand,Sand
282007,10.89999962,,86.30763086,75.30985981,21.30178981,3.38835,8.307910224,2.423428185,99.61,GRV-S,Very gravelly sand,Sand
282008,19.70000076,,86.34403738,76.94528987,19.8063099,3.2484,8.390720566,2.531786383,99.22,GRV-S,Very gravelly sand,Sand
282009,46.79999924,,83.49994267,75.43577988,21.15706988,3.40715,8.603370899,2.6072646,98.83,GRV-S,Very gravelly sand,Sand
282010,1,,9.172200203,26.87260929,66.90808716,6.2193,20.0609993,5.028170134,100,SIL,Silt loam,Silt loam
282011,15.69999981,13,8.933427191,54.92208126,35.24757515,4.830342988,15.73098404,6.833133936,32.72,FSL,Fine sandy loam,Fine sandy loam
282012,45.59999847,13,8.933427191,55.16389186,34.96430123,4.871806402,15.86074012,7.105207099,34.12,FSL,Fine sandy loam,Fine sandy loam
282013,5,,6.383661144,70.75294362,22.71555456,6.5315,14.41684502,6.052198623,97.27,FSL,Fine sandy loam,Fine sandy loam
282014,10.80000019,,6.383661144,70.75294362,22.71555456,6.5315,14.41684502,6.052198623,97.27,FSL,Fine sandy loam,Fine sandy loam
282015,20,,6.467862146,70.81028604,22.65771217,6.532,14.39693023,6.032813266,96.98,FSL,Fine sandy loam,Fine sandy loam
282016,5,,6.383661144,70.73299371,22.70700458,6.56,14.40928837,6.051451874,97.27,FSL,Fine sandy loam,Fine sandy loam
282017,10.80000019,,6.383661144,70.73299371,22.70700458,6.56,14.40928837,6.051451874,97.27,FSL,Fine sandy loam,Fine sandy loam
282018,20,,6.467862146,70.78368616,22.6463122,6.57,14.38912133,6.034084265,96.98,FSL,Fine sandy loam,Fine sandy loam
282019,38,,6.64617015,70.83492376,22.61507453,6.55,14.39208061,6.014869817,95.45,FSL,Fine sandy loam,Fine sandy loam
282020,4,,26.39218373,62.01688693,29.96923912,2.053221739,13.36442517,4.598822237,98.38,GR-LS,Gravelly loamy sand,Loamy sand
282021,12,,23.03886948,60.97358696,30.72703913,2.007721739,13.62216518,4.495762243,98.38,FSL,Fine sandy loam,Fine sandy loam
282022,19.89999962,,25.01594071,60.98649699,30.9007291,2.037121739,13.16041518,4.373622245,98.38,FSL,Fine sandy loam,Fine sandy loam
282023,42.40000153,,27.18268577,61.25670267,30.72723212,2.185195652,13.40633692,4.464789635,97.84,GR-LS,Gravelly loamy sand,Loamy sand
282024,1,,20.68954076,69.27044997,25.49455001,5.235,74.60950001,18.02440001,100,MUCK,Muck,
282025,4.900000095,38,9.263019113,69.98418456,23.33581469,6.68,16.41621187,6.487691195,65.07,FSL,Fine sandy loam,Fine sandy loam
282026,10.69999981,38,9.263019113,69.9357859,23.33421354,6.73,16.45506286,6.524687128,63.42,FSL,Fine sandy loam,Fine sandy loam
282027,20,38,8.726430194,69.33667609,23.89332362,6.77,15.29084905,6.295061087,60.61,FSL,Fine sandy loam,Fine sandy loam
282028,38,38,8.934456198,69.14802842,24.23197089,6.62,15.22731807,6.184625146,60.52,FSL,Fine sandy loam,Fine sandy loam
282029,4.900000095,71,9.531313573,70.95237236,22.532626,6.515,16.35502808,6.33188049,86.54,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282030,10.80000019,71,8.746242194,70.850945,22.56905337,6.58,14.57595124,5.998222071,85.92,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282031,19.29999924,71,8.586095191,70.78463373,22.61536469,6.6,14.53270481,6.010979712,88.2,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282032,38,71,8.875020197,70.92849693,22.47150155,6.6,14.4992206,5.963487601,85.1,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282033,5,,236.303147,86.2861,11.1433,2.5706,6.585199966,2.14215,100,GRX-COS,Extremely gravelly coarse sand,Coarse sand
282034,11.69999981,,236.303147,86.2861,11.1433,2.5706,7.061100076,2.492929987,100,GRX-COS,Extremely gravelly coarse sand,Coarse sand
282035,19.5,,236.303147,86.2861,11.1433,2.5706,7.061100076,2.492929987,100,GRX-COS,Extremely gravelly coarse sand,Coarse sand
282036,33.79999924,,236.303147,86.2861,11.1433,2.5706,7.061100076,2.492929987,100,GRX-COS,Extremely gravelly coarse sand,Coarse sand
282037,1,,64.57333523,76.27865203,21.16160051,2.55975,7.457900088,2.334399977,100,GRV-LS,Very gravelly loamy sand,Loamy sand
282038,5,,64.57333523,76.27865203,21.16160051,2.55975,7.457900088,2.334399977,100,GRV-LS,Very gravelly loamy sand,Loamy sand
282039,4,,32.7497451,63.06621549,27.33351972,1.928969014,13.2101025,4.355192063,99.13,GR-LS,Gravelly loamy sand,Loamy sand
282040,12,,31.71996347,62.97488732,27.46179296,2.024925352,13.74749334,4.530729382,98.84,GR-LS,Gravelly loamy sand,Loamy sand
282041,20,,31.72274183,61.56885915,28.5233662,1.88228169,12.45648419,4.219486717,98.55,GR-LS,Gravelly loamy sand,Loamy sand
282042,39.40000153,,35.58950684,62.1971,28.9213,1.8316,11.98341995,3.94616009,100,GR-LS,Gravelly loamy sand,Loamy sand
282043,3.299999952,,114.27296,84.803,11.2755,0.8715,8.221849886,2.479599978,100,LS,Loamy sand,Loamy sand
282044,9.899999619,,114.27296,83.6555,12.2955,0.999,10.18109993,3.435849943,100,LS,Loamy sand,Loamy sand
282045,20,,106.73648,84.80884999,11.40415001,0.836999999,8.233099894,2.48614998,100,LS,Loamy sand,Loamy sand
282046,38.29999924,,103.89148,84.66664994,12.97980003,0.953549998,8.692499882,2.656999968,100,LS,Loamy sand,Loamy sand
282047,5,,9.190262201,70.98521363,22.48378456,6.531,14.27637539,5.923138631,97.27,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282048,10.89999962,,9.190262201,70.98521363,22.48378456,6.531,14.27637539,5.923138631,97.27,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282049,19.70000076,,9.190262201,70.98521363,22.48378456,6.531,14.27637539,5.923138631,97.27,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282050,5,,9.190262201,70.97191369,22.47808457,6.55,14.50468866,5.961541947,97.27,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282051,10.89999962,,9.190262201,70.97191369,22.47808457,6.55,14.50468866,5.961541947,97.27,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282052,19.70000076,,9.190262201,70.97191369,22.47808457,6.55,14.50468866,5.961541947,97.27,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282053,38,,9.617772208,71.05248604,22.41751217,6.53,14.46918163,5.924434336,96.98,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282054,1,,27.839782,25.2127,14.3703,2.567,39.46695088,12.23935982,100,MUCK,Muck,
282055,12,71,14.40905451,53.8185602,33.04666871,2.84517526,17.86438908,6.942695196,86.78,FSL,Fine sandy loam,Fine sandy loam
282056,20,71,14.20183871,53.35135585,33.49028175,2.933549173,17.99152082,7.002712587,86.24,FSL,Fine sandy loam,Fine sandy loam
282057,37.59999847,71,14.25908608,53.3063515,33.45749479,2.976123086,18.09314256,7.043909979,85.7,FSL,Fine sandy loam,Fine sandy loam
282058,2.900000095,,313.1201367,11.35215993,2.966389995,0.68145,1.869009996,0.684770001,100,VAR,Variable,
282059,10.5,38,9.042985563,66.43209107,22.017909,6.55,16.40973103,6.457582959,55.79,FSL,Fine sandy loam,Fine sandy loam
282060,20,38,8.446128187,66.19031131,22.17468896,6.635,14.66854683,6.122270859,51.82,FSL,Fine sandy loam,Fine sandy loam
282061,38,38,8.624436191,66.2099745,22.14502581,6.645,14.70760262,6.128978758,48.72,FSL,Fine sandy loam,Fine sandy loam
282062,5,71,8.746242194,70.88388291,22.57411531,6.542,14.62942527,6.036058957,87.37,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282063,10.80000019,71,8.746242194,70.88388291,22.57411531,6.542,14.34442527,5.789058921,87.37,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
282064,5,63,9.52925656,60.387,36.54729048,3.065709524,14.30016004,5.761810187,88.59,FSL,Fine sandy loam,Fine sandy loam
282065,12,63,9.52925656,60.237,36.59252857,3.170471429,14.54226482,5.985576054,86.74,FSL,Fine sandy loam,Fine sandy loam
282066,16,0,7.171009159,31.42448017,36.21971989,12.3558,11.22423919,4.096507237,36.58,CNV-L,Very channery loam,Loam
282067,46.5,0,7.509921666,33.14964017,39.05595991,12.7944,12.02164221,4.329770732,41.44,CNV-L,Very channery loam,Loam
282068,11,48,8.427141687,31.72148023,47.31272072,15.9658,13.53373469,5.299482839,68.15,CNV-SIL,Very channery silt loam,Silt loam
282069,20,48,8.954268198,34.43612015,49.22368071,16.3402,14.26369956,5.492039559,69.55,CNV-SIL,Very channery silt loam,Silt loam
282070,48,48,9.172200203,32.81660025,50.6974008,16.486,14.05531653,5.431112801,70.8,CNV-SIL,Very channery silt loam,Silt loam
282071,11,86,8.922073698,36.3413199,53.77768058,9.881,15.43054578,4.66674985,92.39,CN-SIL,Channery silt loam,Silt loam
282072,20,86,9.0269122,35.54895993,53.26104074,11.19,15.08750935,4.808228905,90.47,CN-SIL,Channery silt loam,Silt loam
282073,47.5,86,8.990590199,35.66339995,52.94960072,11.387,14.935306,4.812576398,88.25,CN-SIL,Channery silt loam,Silt loam
282074,5,,8.885751697,38.35159969,54.31240038,7.336,17.26877371,4.734126376,96.56,CN-SIL,Channery silt loam,Silt loam
282075,11,,8.885751697,38.35159969,54.31240038,7.336,17.26877371,4.734126376,96.56,CN-SIL,Channery silt loam,Silt loam
282076,20,,8.990590199,38.39859964,54.04540045,7.556,17.05628187,4.660800799,96.7,CN-SIL,Channery silt loam,Silt loam
282077,11,,8.885751697,38.35159969,54.31240038,7.336,16.2020956,4.397660757,97.36,CN-SIL,Channery silt loam,Silt loam
282078,20,,8.990590199,38.39859964,54.04540045,7.556,16.12678195,4.406638415,96.7,CN-SIL,Channery silt loam,Silt loam
282079,47.5,,8.990590199,38.39859964,54.04540045,7.556,16.12678195,4.406638415,96.7,CN-SIL,Channery silt loam,Silt loam
282080,5,,5.896616134,36.14163941,56.92896066,6.9294,17.19804021,4.721949619,97.08,CN-SIL,Channery silt loam,Silt loam
282081,11,,5.896616134,36.14163941,56.92896066,6.9294,17.19804021,4.721949619,97.08,CN-SIL,Channery silt loam,Silt loam
282082,20,,6.084830138,36.30579935,56.42620074,7.268,16.9594817,4.656800711,96.7,CN-SIL,Channery silt loam,Silt loam
282083,5,,5.896616134,36.14163941,56.92896066,6.9294,16.03254168,4.334196588,97.88,CN-SIL,Channery silt loam,Silt loam
282084,11,,5.896616134,36.14163941,56.92896066,6.9294,16.03254168,4.334196588,97.88,CN-SIL,Channery silt loam,Silt loam
282085,20,,6.084830138,36.30579935,56.42620074,7.268,15.93238137,4.354638411,96.7,CN-SIL,Channery silt loam,Silt loam
282086,30,,6.084830138,36.30579935,56.42620074,7.268,15.93238137,4.354638411,96.7,CN-SIL,Channery silt loam,Silt loam
282087,4.800000191,,6.175669911,36.24660125,56.93539876,6.818,20.10000014,5.579600028,100,CN-SIL,Channery silt loam,Silt loam
282088,5,66,9.005449199,34.95167994,54.11532073,10.933,17.1895152,5.688831522,85.36,CN-SIL,Channery silt loam,Silt loam
282089,11,66,9.005449199,34.95167994,54.11532073,10.933,17.1895152,5.688831522,85.36,CN-SIL,Channery silt loam,Silt loam
282090,5.800000191,,98.50730786,85.18585997,13.42235,1.73179,9.066929885,2.307659995,100,LFS,Loamy fine sand,Loamy fine sand
621164,12,,28.83989885,57.5117381,32.599,5.520214286,15.94408099,6.001819064,99.2,SL,Sandy loam,Sandy loam
621165,20,,28.57261881,57.6412381,32.6235,5.466214286,15.82053098,5.953119063,99.2,SL,Sandy loam,Sandy loam
744101,6,,119.50877,76.37209767,21.48139942,1.6965,8.918500021,3.219550012,100,GRV-LS,Very gravelly loamy sand,Loamy sand
789694,6,,23.29000092,66.825,29.55,3.625,14.71499982,6.835000181,100,FSL,Fine sandy loam,Fine sandy loam
789695,11.80000019,,23.29000092,66.825,29.55,3.625,14.71499982,6.835000181,100,FSL,Fine sandy loam,Fine sandy loam
789696,20,,23.29000092,66.825,29.55,3.625,14.71499982,6.835000181,100,FSL,Fine sandy loam,Fine sandy loam
789697,9,0,23.29000092,68.60624936,26.57083317,4.822916667,12.76807032,4.981798237,74.16666667,FSL,Fine sandy loam,Fine sandy loam
789698,20,0,23.29000092,68.60624936,26.57083317,4.822916667,12.76807032,4.981798237,74.16666667,FSL,Fine sandy loam,Fine sandy loam
789699,5.900000095,,38.13907,66.42055945,23.77326993,3.626170038,13.0503501,5.216309984,100,GR-LS,Gravelly loamy sand,Loamy sand
789700,11.89999962,,37.41407125,65.43978371,25.0771686,3.902421921,13.12235198,5.355460603,98.92,GR-LS,Gravelly loamy sand,Loamy sand
789702,12,,35.64880439,65.48845451,25.20428136,4.069458579,13.08558986,5.587595345,97.64,GR-LS,Gravelly loamy sand,Loamy sand
789705,4.900000095,,14.83743183,55.00156316,32.7887,8.131315789,15.89359141,7.204336885,99.28,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
789708,6,,23.29000092,64.15200043,30.70800011,5.14,13.16799969,5.930999866,100,FSL,Fine sandy loam,Fine sandy loam
789713,11.80000019,,23.29000092,64.15200043,30.70800011,5.14,13.16799969,5.930999866,100,FSL,Fine sandy loam,Fine sandy loam
789717,20,,23.29000092,64.15200043,30.70800011,5.14,13.16799969,5.930999866,100,FSL,Fine sandy loam,Fine sandy loam
789726,11.60000038,41,15.53983934,49.28098083,28.52595731,6.846669002,15.1478714,7.280901549,77,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
789735,20,,23.29000092,64.37757879,30.55443904,5.067982262,11.86239706,4.520886996,89.27272727,FSL,Fine sandy loam,Fine sandy loam
789738,2,,98.50730786,85.18585997,13.42235,1.73179,9.066929885,2.307659995,100,LFS,Loamy fine sand,Loamy fine sand
789739,2,,112.4879985,86.22599869,10.32899967,3.445,9.918999853,2.833999972,100,LFS,Loamy fine sand,Loamy fine sand
789741,6,,63.25899817,74.57599869,21.47399967,3.95,11.51599997,4.145999966,100,GR-LS,Gravelly loamy sand,Loamy sand
789743,6,,63.25899817,74.57599869,21.47399967,3.95,11.51599997,4.145999966,100,GR-LS,Gravelly loamy sand,Loamy sand
789746,11.89999962,,63.25899817,74.57599869,21.47399967,3.95,11.51599997,4.145999966,100,GR-LS,Gravelly loamy sand,Loamy sand
789748,6,,63.25899817,74.57599869,21.47399967,3.95,11.51599997,4.145999966,100,GR-LS,Gravelly loamy sand,Loamy sand
789750,12,,63.25899817,74.57599869,21.47399967,3.95,11.51599997,4.145999966,100,GR-LS,Gravelly loamy sand,Loamy sand
789754,20,,63.25899817,74.57599869,21.47399967,3.95,11.51599997,4.145999966,100,GR-LS,Gravelly loamy sand,Loamy sand
789758,0.200000003,,16.49143,6.3975,2.52625,0.22625,52.59634943,8.764149849,100,MUCK,Muck,
789763,6,,91.73999786,74.15100037,22.58900009,3.26,6.108000164,1.661000006,100,GRV-LS,Very gravelly loamy sand,Loamy sand
789765,6,,91.73999786,74.15100037,22.58900009,3.26,6.837000141,2.277,100,GRV-LS,Very gravelly loamy sand,Loamy sand
789768,11.89999962,,91.73999786,74.15100037,22.58900009,3.26,6.837000141,2.277,100,GRV-LS,Very gravelly loamy sand,Loamy sand
789770,6,,91.73999786,74.15100037,22.58900009,3.26,6.681000166,2.199000013,100,GRV-LS,Very gravelly loamy sand,Loamy sand
789772,11.89999962,,91.73999786,74.15100037,22.58900009,3.26,6.681000166,2.199000013,100,GRV-LS,Very gravelly loamy sand,Loamy sand
789776,20,,91.73999786,74.15100037,22.58900009,3.26,6.681000166,2.199000013,100,GRV-LS,Very gravelly loamy sand,Loamy sand
789781,25,,73.40148585,72.33756227,24.15743744,3.505,8.809437649,3.296687526,100,GRV-LS,Very gravelly loamy sand,Loamy sand
789783,2,,102.91,89.02225003,10.93350001,1.494249998,7.865700078,2.898849975,100,GRV-S,Very gravelly sand,Sand
789785,5,,100.026,87.2279,10.6481,1.374,7.657500053,2.793659976,100,GRV-S,Very gravelly sand,Sand
789787,11.80000019,,102.91,89.02225003,10.93350001,1.494249998,7.865700078,2.898849975,100,GRV-S,Very gravelly sand,Sand
789792,19.89999962,,103.804,88.89730004,10.98330002,1.539399996,7.848480078,2.927619976,100,GRV-S,Very gravelly sand,Sand
789795,29.5,,101.604,87.49255002,10.35330001,1.374149999,7.610280071,2.790719979,100,GRV-S,Very gravelly sand,Sand
789799,1,,144.09048,111.9118904,23.4559502,3.822159964,11.27161002,3.672140055,100,SR- GR GRV-S,Stratified gravel to very gravelly sand,
789804,5,,144.34248,112.0711104,23.2930502,3.795839964,11.18909002,3.661660056,100,SR- GR GRV-S,Stratified gravel to very gravelly sand,
789809,10,,144.84648,112.3895504,22.96725021,3.743199964,11.02405002,3.640700056,100,SR- GR GRV-S,Stratified gravel to very gravelly sand,
789812,4.900000095,,10.545193,65.64636108,29.54459068,4.809049863,13.01156993,4.603779944,100,FSL,Fine sandy loam,Fine sandy loam
789814,5,,15.190102,61.62321006,28.68959003,4.767199998,15.34974016,6.566759967,100,FSL,Fine sandy loam,Fine sandy loam
789817,12,,15.190102,61.62321006,28.68959003,4.767199998,15.34974016,6.566759967,100,FSL,Fine sandy loam,Fine sandy loam
789820,25,,15.82498,61.66321006,28.69119003,4.765599998,15.24322016,6.496599967,100,FSL,Fine sandy loam,Fine sandy loam
789822,5,,15.278401,61.65293009,28.63577004,4.751299996,15.35742016,6.576279968,100,FSL,Fine sandy loam,Fine sandy loam
789824,12,,15.278401,61.65293009,28.63577004,4.751299996,15.35742016,6.576279968,100,FSL,Fine sandy loam,Fine sandy loam
789826,25,,15.82498,61.66321006,28.69119003,4.765599998,15.24322016,6.496599967,100,FSL,Fine sandy loam,Fine sandy loam
789828,5.800000191,,7.356142,61.3993,31.7956,6.8051,13.83471003,5.572369844,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
789830,11.60000038,,7.707934,61.3363,31.8252,6.8385,14.0289099,5.787729929,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
789832,5.699999809,,11.904292,58.3006,30.3284,6.541,16.33654998,7.784279863,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
789834,11.5,,12.221731,58.3206,30.3292,6.5402,16.28262998,7.748739862,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
789836,5.599999905,,12.285267,58.42109,30.25526,6.47365,16.26212998,7.739719866,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
789838,11.69999981,,12.5980705,58.4422,30.3096,6.5082,16.14262998,7.648169861,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
789842,19.60000038,,12.7068805,58.498,30.2996,6.4924,16.08610998,7.60676986,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
789846,23.5,,12.8818415,59.2159,30.0573,6.0168,15.90789017,7.278199915,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
789852,2,,53.72609993,84.02700058,31.60800014,3.365,14.35199979,4.912999952,100,FSL,Fine sandy loam,Fine sandy loam
789858,1,,8.09812,61.713,29.7085,5.3985,14.09782991,5.946699944,100,GR-SL,Gravelly sandy loam,Sandy loam
789861,1,,7.975657,61.6568,29.7645,5.4187,14.09943991,5.933789942,100,GR-SL,Gravelly sandy loam,Sandy loam
789866,4.800000191,,8.159428,61.4012,29.852,5.5068,14.23869991,6.036759942,100,GR-SL,Gravelly sandy loam,Sandy loam
789868,2,,93.77359863,108.6620013,32.40800034,2.93,14.9779999,4.629999952,100,SR- GR-COS LFS,Stratified gravelly coarse sand to loamy fine sand,Coarse sand
789871,1,,127.2619545,119.6304299,31.25600033,2.756428571,15.41757135,4.66942856,100,SR- GR-COS LFS,Stratified gravelly coarse sand to loamy fine sand,Coarse sand
789876,6,,6.530000057,69.34100075,24.96400019,5.695,12.05100025,4.88800005,100,FSL,Fine sandy loam,Fine sandy loam
789879,11.80000019,,6.530000057,69.34100075,24.96400019,5.695,12.05100025,4.88800005,100,FSL,Fine sandy loam,Fine sandy loam
789884,6,,6.530000057,69.85300026,25.09200006,5.055,13.12599998,6.166000133,100,FSL,Fine sandy loam,Fine sandy loam
789887,11.89999962,,6.530000057,69.85300026,25.09200006,5.055,13.12599998,6.166000133,100,FSL,Fine sandy loam,Fine sandy loam
789892,6,,6.530000057,69.85300026,25.09200006,5.055,12.94400002,6.075000095,100,FSL,Fine sandy loam,Fine sandy loam
789895,11.89999962,,6.530000057,69.85300026,25.09200006,5.055,12.94400002,6.075000095,100,FSL,Fine sandy loam,Fine sandy loam
789899,20,,6.530000057,69.85300026,25.09200006,5.055,12.94400002,6.075000095,100,FSL,Fine sandy loam,Fine sandy loam
789903,2,,101.52988,116.3831761,18.95299992,4.193235294,11.66017662,4.161058814,100,SR- S G,Stratified sand to g,Sand
789907,6,,101.6573,116.0325113,18.85272084,4.184534884,11.63993038,4.145627897,100,SR- S G,Stratified sand to g,Sand
789909,0.899999976,,25.94143,15.8475,3.36625,0.43625,44.47384992,12.47140023,100,MUCK,Muck,
789915,1,,59.15599762,81.987,15.076,3.937,12.04380003,4.265099996,100,GRV-S,Very gravelly sand,Sand
789920,1.100000024,,11.4973885,55.7878,31.3217,6.9805,16.91451987,7.036539937,100,FSL,Fine sandy loam,Fine sandy loam
789923,3.299999952,,114.27296,84.803,11.2755,0.8715,8.221849886,2.479599978,100,LS,Loamy sand,Loamy sand
789925,9.899999619,,114.27296,83.6555,12.2955,0.999,10.18109993,3.435849943,100,LS,Loamy sand,Loamy sand
789927,20,,106.73648,84.80884999,11.40415001,0.836999999,8.233099894,2.48614998,100,LS,Loamy sand,Loamy sand
789931,4.900000095,,12.120724,58.3164,30.3168,6.5268,16.14425998,7.509559946,100,FSL,Fine sandy loam,Fine sandy loam
789934,4.900000095,,12.120724,58.3164,30.3168,6.5268,16.14425998,7.509559946,100,FSL,Fine sandy loam,Fine sandy loam
