mukey,FirstOfslopegradwta,FirstOfbrockdepmin,SumOfksat_weight1,SumOfsand_weight1,SumOfsilt_weight1,SumOfclay_weight1,SumOffieldcap_weight1,SumOfwiltpt_weight1,SumOfmaxdepth_weight,texture,texdesc,texcl
789940,9.399999619,,13.1130505,58.3306,30.3296,6.5398,16.22283005,7.712749956,100,FSL,Fine sandy loam,Fine sandy loam
789942,20,,13.6081,58.508,30.3,6.492,16.02720005,7.571099956,100,FSL,Fine sandy loam,Fine sandy loam
791894,2,,69.74509941,92.57200089,33.15800022,3.27,16.10300032,6.092999985,100,VFSL,Very fine sandy loam,Very fine sandy loam
791899,1,,59.15599762,81.987,15.076,3.937,12.04380003,4.265099996,100,GRV-S,Very gravelly sand,Sand
791905,11.69999981,0,24.34119214,46.73868712,40.2821883,7.591919192,15.51525247,5.697811507,74.26666667,FSL,Fine sandy loam,Fine sandy loam
791907,12,46,14.78456763,50.54556802,33.41997239,4.717356032,22.02577984,9.083800193,66.68,FSL,Fine sandy loam,Fine sandy loam
791915,5,,100.026,87.2279,10.6481,1.374,7.657500053,2.793659976,100,GRV-S,Very gravelly sand,Sand
791917,11.80000019,,102.91,89.02225003,10.93350001,1.494249998,7.865700078,2.898849975,100,GRV-S,Very gravelly sand,Sand
791919,1,,144.09048,111.9118904,23.4559502,3.822159964,11.27161002,3.672140055,100,SR- GR GRV-S,Stratified gravel to very gravelly sand,
791923,3.299999952,,114.27296,84.803,11.2755,0.8715,8.221849886,2.479599978,100,LS,Loamy sand,Loamy sand
791927,30,,104.4,88.68450005,11.40500002,1.310499995,8.209400017,2.708800002,100,GRV-S,Very gravelly sand,Sand
791929,2,,63.93759834,77.04999969,19.74999992,3.2,9.680000038,3.486000028,100,GR-COS,Gravelly coarse sand,Coarse sand
791931,6,,63.93759834,76.47400024,20.32599989,3.2,9.706000137,3.512000003,100,GRV-COS,Very gravelly coarse sand,Coarse sand
791936,4.900000095,,10.545193,65.64636108,29.54459068,4.809049863,13.01156993,4.603779944,100,FSL,Fine sandy loam,Fine sandy loam
791946,11.60000038,,7.707934,61.3363,31.8252,6.8385,14.0289099,5.787729929,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
792022,5.699999809,,7.285456,61.2784,31.8608,6.8608,14.24627999,5.958360015,100,FSL,Fine sandy loam,Fine sandy loam
792027,5,,6.786201652,57.78461939,37.06573273,5.149647802,15.3380309,6.46065162,99.82,FSL,Fine sandy loam,Fine sandy loam
792029,12,,6.802930215,59.07372407,37.51117909,5.335096703,15.5709864,6.568347444,99.73,FSL,Fine sandy loam,Fine sandy loam
792036,2,,6.750604773,57.93500741,38.38611435,3.678878261,14.35306466,5.838969128,98.92,SL,Sandy loam,Sandy loam
792040,12,,6.316835018,57.80544945,38.30855274,3.885997802,14.31555081,5.966981655,99.82,SL,Sandy loam,Sandy loam
792049,6,,8.291000291,54.73200012,38.52800003,6.74,12.93599997,5.010000081,100,GR-FSL,Gravelly fine sandy loam,Fine sandy loam
